Date Time,Dispatchable Generation,Residual Demand,RSA Contracted Demand,International Exports,International Imports,Thermal Generation,Nuclear Generation,Pumped Water Generation,Manual Load_Reduction(MLR),Installed Eskom Capacity,Total PCLF,Total UCLF,Total OCLF,Total UCLF+OCLF
31/03/2022 00:00,21734.068,21734.068,22351.905,1411.343,918,21531,912,0,0,47043,6515,12160.565,712.398,12872
31/03/2022 01:00,21376.801,21376.801,21865.765,1323.722,919,21138,912,0,0,47043,6515,12140.936,684.431,12825
31/03/2022 02:00,21279.801,21279.801,21760.463,1329.28,792,21128,912,0,0,47043,6515,12041.813,632.248,12674
31/03/2022 03:00,21355.935,21355.935,21823.437,1309.967,28,21647,912,0,0,47043,6515,12036.895,624.181,12661
31/03/2022 04:00,22375.801,22375.801,22781.207,1348.762,39,21832,912,0,0,47043,6515,12121.767,658.581,12780
31/03/2022 05:00,23803.075,23803.075,24150.895,1437.033,36,22124.14,911,186,0,47043,6515,11848.602,648.198,12496
31/03/2022 06:00,25141.999,25141.999,25586.593,1404.819,86,22174,910,1317,0,47043,6515,11885.852,663.669,12549
31/03/2022 07:00,25915.403,25915.403,26756.16,1386.451,466,21584,910,1477,0,47043,6515,12186.001,650.228,12836
31/03/2022 08:00,26145.182,26145.182,27663.806,1353.571,215,21444,910,1334,0,47043,6515,12082.434,632.211,12714
31/03/2022 09:00,25837.817,25837.817,27862.849,1394.136,401,21654,910,501,0,47043,6515,12290.751,639.211,12929
31/03/2022 10:00,25373.757,25373.757,27811.896,1392.383,383,21787,910,305,0,47043,6515,12178.687,647.211,12825
31/03/2022 11:00,25203.124,25203.124,27831.132,1428.58,743,21795,909,223,0,47043,6515,12004.305,723.428,12727
31/03/2022 12:00,24903.102,24903.102,27637.541,1375.676,1145,21723,909,290,0,47043,6564.083,11905.33,848.211,12753
31/03/2022 13:00,24673.152,24673.152,27489.143,1387.527,1189,21688,909,311,0,47043,6610,11937.153,868.144,12805
31/03/2022 14:00,25107.935,25107.935,27779.418,1433.172,1176,21845,909,599,0,47043,6610,11759.408,896.211,12655
31/03/2022 15:00,25593.818,25593.818,28279.003,1458.346,1185,21783,909,1133,0,47043,6610,11629.198,961.011,12590
31/03/2022 16:00,26571.66,26571.66,28711.054,1552.947,1149,21874,909,1546,0,47043,6610,11504.48,1058.211,12562
31/03/2022 17:00,26932.732,26932.732,28554.183,1445.647,1049,22017,909,1693,0,47043,6610,11443.115,1048.211,12491
31/03/2022 18:00,27914.65,28331.15,29716.173,1574.282,1122,22000,909,2347,0,47043,6610,11503.557,1000.911,12504
31/03/2022 19:00,27431.288,27847.788,29175.513,1560.541,1135,22009,909,1835,0,47043,6560.917,11573.112,946.511,12519
31/03/2022 20:00,26159.993,26159.993,27388.239,1466.388,1114,22106.83,909,635,0,47043,6515,11725.07,880.211,12605
31/03/2022 21:00,24470.247,24470.247,25629.032,1390.126,1106,22082,909,106,0,47043,6515,11500.278,880.211,12380
31/03/2022 22:00,22926.935,22926.935,24098.733,1386.911,1072,22279,909,0,0,47043,5988.5,11890.561,840.078,12730
31/03/2022 23:00,21968.068,21968.068,23110.822,1484.831,1068,21824,909,0,0,47043,5930,12008.36,705.063,12713
01/04/2022 00:00,21105.801,21105.801,22240.789,1408.507,1068,20877,910,0,0,46797,6278,12114.285,526.75,12641
01/04/2022 01:00,20936.935,20936.935,22043.88,1404.937,1121,20709,910,0,0,46797,6650,12540.067,500.05,13040
01/04/2022 02:00,20892.068,20892.068,21880.597,1393.113,1295,20498,910,0,0,46797,6650,12216.002,454.367,12670
01/04/2022 03:00,20964.935,20964.935,21993.023,1363.37,1337,20529,910,0,0,46797,6650,12014.73,435.093,12449
01/04/2022 04:00,21886.935,21886.935,22914.172,1460.162,1164,21312,910,0,0,46797,6650,12084.47,436.278,12520
01/04/2022 05:00,23206.801,23206.801,24133.204,1460.83,1298,21901,910,0,0,46797,6650,11976.01,425.523,12401
01/04/2022 06:00,24314.801,24314.801,25213.016,1284.939,1336,21894,910,0,0,46797,6650,11983.547,403.728,12387
01/04/2022 07:00,25454.681,25454.681,26515.624,1245.862,1406,22123.88,910,435,0,46797,6650,11957.902,403.728,12361
01/04/2022 08:00,25823.935,25823.935,27452.397,1318.196,1463,22248,910,623,0,46797,6650,11770.628,389.545,12160
01/04/2022 09:00,25581.801,25581.801,27728.962,1339.806,1504,22359,909,237,0,46797,6650,11466.924,378.728,11845
01/04/2022 10:00,25295.768,25295.768,27641.201,1328.214,1505,22311.7,910,0,0,46797,6650,11373.842,448.278,11822
01/04/2022 11:00,25146.935,25146.935,27555.97,1440.473,1576,22115,910,0,0,46797,6650,11528.455,456.728,11985
01/04/2022 12:00,25063.068,25063.068,27368.554,1373.436,1542,22020,910,59,0,46797,6650,11848.041,503.195,12351
01/04/2022 13:00,24862.801,24862.801,27276.194,1357.607,1496,21668,910,217,0,46797,6650,11961.053,541.815,12502
01/04/2022 14:00,24727.935,24727.935,27403.252,1396.274,1502,21331,911,408,0,46797,6650,12139.749,644.281,12784
01/04/2022 15:00,24874.801,24874.801,27594.03,1429.495,1507,21403,911,479,0,46797,6650,12074.733,647.448,12722
01/04/2022 16:00,25157.335,25157.335,27779.704,1391.358,1480,21593,911,599,0,46797,6650,11861.286,663.698,12524
01/04/2022 17:00,25776.352,25776.352,27806.453,1322.196,1399,22047.75,911,836,0,46797,6650,11442.99,722.448,12165
01/04/2022 18:00,27219.268,27219.268,28659.761,1506.105,1320,22371,912,2023,0,46797,6650,11119.728,722.448,11842
01/04/2022 19:00,26819.935,26819.935,28386.774,1517.129,1369,22330,911,1620,0,46797,6650,11139.713,616.76,11756
01/04/2022 20:00,25305.801,25305.801,26852.009,1368.526,1360,22214,911,327,0,46797,6650,11198.458,618.588,11817
01/04/2022 21:00,24158.935,24158.935,25475.92,1368.066,1363,21909,911,0,0,46797,6650,11515.141,621.66,12136
01/04/2022 22:00,23174.801,23174.801,24253.38,1482.959,1270,21956,911,0,0,46797,6650,11726.823,604.16,12330
01/04/2022 23:00,21943.801,21943.801,23009.264,1462.013,1290,21538,911,0,0,46797,6650,11581.801,571.982,12153
02/04/2022 00:00,21108.935,21108.935,22263.697,1407.638,1271,20737,912,0,0,46797,6650,11239.027,585.739,11824
02/04/2022 01:00,20692.801,20692.801,21903.34,1345.589,1281,20308,912,0,0,46797,6735.5,11218.293,574.489,11792
02/04/2022 02:00,20603.935,20603.935,21803.022,1369.653,1282,20186,912,0,0,46797,6840,11048.225,560.739,11608
02/04/2022 03:00,20661.801,20661.801,21831.765,1400.194,1296,20249,912,0,0,46797,6840,10782.225,370.072,11152
02/04/2022 04:00,20984.575,20984.575,22088.149,1367.741,1301,20529.64,912,0,0,46797,6840,11133.371,319.585,11452
02/04/2022 05:00,21471.935,21471.935,22552.51,1388.551,1282,21070,912,0,0,46797,6840,11260.433,275.644,11536
02/04/2022 06:00,22597.935,22597.935,23707.461,1373.48,1329,21674,912,0,0,46797,6840,11249.502,275.644,11525
02/04/2022 07:00,24169.138,24169.138,25477.771,1430.028,1391,21363.07,912,131,0,46797,6840,11203.094,275.644,11478
02/04/2022 08:00,24787.068,24787.068,26805.536,1463.307,1399,21135,912,761,0,46797,6840,11245.747,275.644,11521
02/04/2022 09:00,24793.201,24793.201,27245.763,1424.613,1426,20679.4,912,1193,0,46797,6840,11265.206,275.728,11540
02/04/2022 10:00,24782.068,24782.068,27386.983,1442.443,1433,20503,912,1350,0,46797,6840,11431.194,280.684,11711
02/04/2022 11:00,24978.935,24978.935,27586.93,1434.627,1429,20927,912,1129,0,46797,6840,11951.336,327.017,12278
02/04/2022 12:00,24710.801,24710.801,27115.761,1516.359,1420,21244,912,560,0,46797,6840,11793.125,556.133,12349
02/04/2022 13:00,24503.615,24503.615,26785.586,1534.675,1418,21175.68,912,367,0,46797,6840,11736.318,768.913,12505
02/04/2022 14:00,24103.201,24103.201,26502.125,1532.754,1422,20978,912,115,0,46797,6840,11996.143,818.837,12814
02/04/2022 15:00,24264.068,24264.068,26661.166,1630.734,1429,21029,913,318,0,46797,6768.467,11991.343,818.837,12810
02/04/2022 16:00,24410.291,24410.291,26922.313,1546.008,1438,20782.49,913,692,0,46797,6692,12070.328,839.087,12909
02/04/2022 17:00,24716.624,24716.624,26983.018,1469.111,1359,20804,913,1040,0,46797,6692,12155.786,845.837,13001
02/04/2022 18:00,26030.795,26030.795,28212.667,1672.753,1341,20360,912,2275,0,46797,6692,12662.261,845.837,13508
02/04/2022 19:00,25479.481,25479.481,27696.953,1648.135,1378,20291.87,912,1908,0,46797,6692,12735.45,825.187,13560
02/04/2022 20:00,23877.801,23877.801,25974.776,1578.669,1358,20193,912,825,0,46797,6692,12874.686,805.337,13680
02/04/2022 21:00,22782.801,22782.801,24564.486,1579.113,1352,20168,912,61,0,46797,6692,12918.709,798.837,13717
02/04/2022 22:00,21534.935,21534.935,23106.122,1467.655,1251,20119,912,0,0,46797,6692,12944.009,798.837,13742
02/04/2022 23:00,20718.068,20718.068,22250.996,1539.496,1236,19861,912,0,0,46797,7097.333,12946.584,745.17,13691
03/04/2022 00:00,19930.061,19930.061,21410.283,1438.098,342,20088.26,912,0,0,46797,7075.333,12816.207,644.27,13460
03/04/2022 01:00,19494.801,19494.801,20868.931,1345.095,22,20329,913,0,0,46797,7037.333,12722.131,612.837,13334
03/04/2022 02:00,19446.935,19446.935,20703.762,1325.423,524,19800,912,0,0,46797,6792,12739.028,612.837,13351
03/04/2022 03:00,19305.851,19305.851,20474.86,1291.339,1129,18941.05,913,0,0,46797,6792,12769.639,582.837,13352
03/04/2022 04:00,19542.935,19542.935,20959.767,1311.324,1270,19067,913,0,0,46797,6792,12797.28,575.554,13372
03/04/2022 05:00,19818.068,19819.268,21268.412,1351.372,1298,18832,913,0,0,46797,6792,12978.22,525.697,13503
03/04/2022 06:00,20992.668,20994.318,22280.875,1373.654,1218,19321,913,0,0,46797,6792,13066.176,491.557,13557
03/04/2022 07:00,22834.935,22834.935,24156.215,1451.429,1387,20025,913,130,0,46797,6792,13005.021,491.557,13496
03/04/2022 08:00,24321.935,24321.935,26087.944,1576.587,1385,20340,913,1101,0,46797,6792,12987.47,454.84,13442
03/04/2022 09:00,24862.935,24862.935,27006.818,1511.524,1404,20588,913,1373,0,46797,6792,12860.411,391.224,13251
03/04/2022 10:00,25062.935,25062.935,27407.954,1539.221,1412,20705,912,1450,0,46797,6792,12705.216,480.39,13185
03/04/2022 11:00,24829.358,24829.358,27407.327,1461.22,1397,20597.29,913,1339,0,46797,6792,12718.631,571.557,13290
03/04/2022 12:00,24813.068,24813.068,27346.699,1515.16,1398,20339,912,1576,0,46797,6792,12733.186,792.874,13526
03/04/2022 13:00,24522.945,24522.945,27116.282,1538.136,1417,20068.01,913,1536,0,46797,6792,12768.633,1044.407,13813
03/04/2022 14:00,24196.1,24212.2,26759.929,1431.84,1427,19948,913,1291,0,46797,6792,12785.603,1153.024,13938
03/04/2022 15:00,24538.439,24559.439,26823.022,1487.657,1452,20002.17,913,648,0,46797,6792,12555.856,1282.874,13838
03/04/2022 16:00,25049.102,25066.252,27166.421,1416.61,1448,20294,913,142,0,46797,6792,12573.079,1243.674,13816
03/04/2022 17:00,26021.075,26021.075,27629.712,1446.641,1439,20701,913,624,0,46797,6792,12549.561,950.695,13500
03/04/2022 18:00,27600.695,27600.695,28712.171,1596.462,1332,20714,913,2294,0,46797,6792,12452.18,1012.484,13464
03/04/2022 19:00,26652.635,26652.635,27891.389,1568.645,1338,20842,913,1212,0,46797,6582,12568.384,843.501,13411
03/04/2022 20:00,25042.59,25042.59,26231.099,1527.478,1317,20453,913,270,0,46797,6432,13161.703,519.101,13680
03/04/2022 21:00,23639.145,23639.145,24567.227,1467.51,1301,20595,913,0,0,46797,6432,13287.865,513.301,13801
03/04/2022 22:00,22407.834,22407.834,23102.484,1465.987,517,20666.61,912,0,0,46797,6375.333,13327.282,384.101,13711
03/04/2022 23:00,21120.433,21120.433,21868.611,1411.349,313,20675,912,0,0,46797,6332,13418.345,368.561,13786
04/04/2022 00:00,20405.719,20405.719,21236.597,1314.359,998,20291.29,912,0,0,46797,6332,13472.366,350.107,13822
04/04/2022 01:00,19807.935,19807.935,20724.308,1225.282,1325,19343,913,0,0,46797,6122,13535.404,322.874,13858
04/04/2022 02:00,19799.935,19799.935,20638.96,1242.47,1356,19321,912,0,0,46797,5972,13488.346,322.874,13811
04/04/2022 03:00,19763.935,19763.935,20930.553,1320.926,1355,19311,912,0,0,46797,6035.483,12981.115,322.874,13303
04/04/2022 04:00,20299.801,20299.801,21685.025,1319.916,1288,19693,912,0,0,46797,6265,12794.788,322.874,13117
04/04/2022 05:00,21810.935,21810.935,23124.095,1398.776,1143,20724,913,0,0,46797,6265,12654.451,322.874,12977
04/04/2022 06:00,23573.015,23573.015,24776.179,1289.436,1246,21418,912,0,0,46797,6201.517,12515.085,333.088,12848
04/04/2022 07:00,25000.801,25000.801,26339.858,1316.305,1345,21489,913,738,0,46797,5972,12754.763,316.99,13071
04/04/2022 08:00,26114.935,26114.935,27993.492,1417.413,1375,21748,912,1495,0,46797,5972,12448.543,312.223,12760
04/04/2022 09:00,26253.409,26253.409,28654.694,1473.61,1396,22114,912,1243,0,46797,5972,12379.209,312.223,12691
04/04/2022 10:00,26192.992,26192.992,29155.808,1534.643,1403,22134.28,911,1057,0,46797,5972,12313.149,312.223,12625
04/04/2022 11:00,25833.486,25833.486,29062.286,1533.403,1411,22117,912,262,0,46797,5972,12300.52,302.989,12603
04/04/2022 12:00,25489.784,25489.784,28799.88,1463.819,1439,21600,911,411,0,46797,5972,12371.854,295.927,12667
04/04/2022 13:00,25456.414,25456.414,28874.117,1445.753,1458,20613,911,1284,0,46797,5972,12666.055,295.927,12961
04/04/2022 14:00,25023.518,25023.518,28709.128,1477.752,1445,20750,911,726,0,46797,5972,12682.899,295.927,12978
04/04/2022 15:00,25085.544,25085.544,28862.1,1479.892,1454,20764.13,911,819,0,46797,5972,12573.759,295.927,12869
04/04/2022 16:00,25688.821,25695.721,29183.483,1437.597,1437,21333,911,867,0,46797,5972,12638.231,295.927,12934
04/04/2022 17:00,26767.17,26813.17,29417.017,1395.476,1460,22382,911,837,0,46797,5900.75,11899.025,391.58,12290
04/04/2022 18:00,28244.202,28562.202,30459.931,1465.512,1338,22724.51,910,1811,0,46797,5877,11605.133,463.895,12069
04/04/2022 19:00,27817.197,28135.197,30016.905,1546.49,1338,22770.39,910,1335,0,46797,5877,11596.377,420.812,12017
04/04/2022 20:00,26141.663,26179.229,27963.571,1387.726,1339,22472,909,775,0,46797,5877,11563.139,408.895,11972
04/04/2022 21:00,24358.801,24358.801,25918.493,1387.91,1360,22097,909,46,0,46797,5877,11667.083,408.895,12075
04/04/2022 22:00,22771.935,22771.935,23889.702,1356.122,1274,21987,909,0,0,46797,5877,11632.118,408.895,12041
04/04/2022 23:00,21751.801,21751.801,22762.028,1351.703,1297,21343,909,0,0,46797,5877,11332.825,408.895,11741
05/04/2022 00:00,20968.801,20968.801,21971.653,1248.414,1373,20480,909,0,0,46797,5805.75,11402.222,408.895,11811
05/04/2022 01:00,20659.191,20659.191,21523.531,1175.696,1385,20149.39,909,0,0,46797,5782,11430.55,348.228,11778
05/04/2022 02:00,20596.335,20596.335,21386.375,1170.198,1397,20063,910,0,0,46797,5782,11385.885,343.895,11729
05/04/2022 03:00,21039.801,21039.801,21880.293,1293.524,1382,20538,910,0,0,46797,5782,11402.808,343.895,11746
05/04/2022 04:00,22368.935,22368.935,23173.04,1224.499,1385,21134,911,0,0,46797,5782,11427.326,343.895,11771
05/04/2022 05:00,25061.675,25069.875,25955.573,1382.137,1324,22287.74,911,264,0,46797,5782,11676.873,341.93,12018
05/04/2022 06:00,26846.935,26858.935,27762.202,1484.255,1337,22605,911,1410,0,46797,5911.85,11809.989,376.511,12186
05/04/2022 07:00,25449.801,25453.601,26930.282,1374.095,1357,22389,911,219,0,46797,5929,12098.339,385.844,12484
05/04/2022 08:00,25043.341,25043.341,27308.748,1367.065,1353,22211.14,910,0,0,46797,5929,12120.668,405.764,12526
05/04/2022 09:00,24288.801,24288.801,27277.16,1478.561,1373,21437,910,0,0,46797,5929,12201.68,415.284,12616
05/04/2022 10:00,23648.224,23648.224,27070.031,1542.971,1419,20776,910,0,0,46797,5929,12177.172,415.284,12592
05/04/2022 11:00,23192.068,23192.068,26803.75,1481.516,1436,20059,910,251,0,46797,5929,12192.748,415.284,12608
05/04/2022 12:00,23520.935,23520.935,26610.802,1441.223,1386,19860,910,787,0,46797,5929,12147.578,415.284,12562
05/04/2022 13:00,23563.201,23563.201,26523.12,1416.596,1389,19729,910,954,0,46797,5929,12178.223,448.784,12627
05/04/2022 14:00,23687.935,23687.935,26794.194,1403.36,1361,19393,910,1438,0,46797,5929,12615.224,498.435,13113
05/04/2022 15:00,24052.801,24052.801,27453.38,1469.583,1393,19401,910,1760,0,46797,5929,12649.465,508.474,13157
05/04/2022 16:00,24882.935,24882.935,28200.224,1424.706,1402,20080,910,1898,0,46797,5929,12687.61,508.474,13196
05/04/2022 17:00,26382.153,26382.153,28820.495,1404.75,1362,21014,910,2008,0,46797,5929,12811.119,568.599,13379
05/04/2022 18:00,28030.95,28354.95,30223.447,1392.631,1338,21391,911,2281,0,46797,5929,12790.72,811.151,13601
05/04/2022 19:00,27432.612,27905.612,29715.757,1238.145,1359,21257,911,1716,0,46797,5929,13030.648,743.072,13773
05/04/2022 20:00,25930.364,26017.864,27764.868,1463.637,1303,21065,911,781,0,46797,5929,13065.339,736.739,13802
05/04/2022 21:00,23971.374,23971.374,25608.925,1382.038,1335,20779,910,315,0,46797,5929,13380.603,736.739,14117
05/04/2022 22:00,22115.801,22115.801,23572.077,1311.415,1308,20250,911,0,0,46797,5929,13387.802,715.072,14102
05/04/2022 23:00,21076.801,21076.801,22401.585,1300.367,1333,19965,911,0,0,46797,5929,13275.622,532.389,13808
06/04/2022 00:00,20447.935,20447.935,21608.237,1165.312,1389,19886,911,0,0,46797,5929,13068.91,341.739,13410
06/04/2022 01:00,20175.668,20175.668,21240.712,1193.911,1394,19696,911,0,0,46797,5929,13037.978,341.739,13379
06/04/2022 02:00,20215.935,20215.935,21153.194,1179.226,1399,19654,912,0,0,46797,5929,12686.755,341.739,13028
06/04/2022 03:00,20483.801,20483.801,21337.752,1168.412,1390,19982,912,0,0,46797,5929,12564.329,341.739,12906
06/04/2022 04:00,22259.935,22259.935,22994.706,1239.913,1372,21166,912,0,0,46797,5929,12579.179,341.739,12920
06/04/2022 05:00,24729.062,24729.062,25501.257,1331.23,1326,21671,912,262,0,46797,5929,12530.143,493.239,13023
06/04/2022 06:00,26393.417,26393.417,27381.832,1353.67,1343,21634.9,912,1340,0,46797,5929,12711.336,548.039,13259
06/04/2022 07:00,25068.099,25068.099,26668.012,1361.149,1358,21539,912,627,0,46797,5929,12694.474,559.739,13254
06/04/2022 08:00,24285.935,24285.935,26916.187,1396.894,1348,21027,912,419,0,46797,5929,12734.914,559.739,13294
06/04/2022 09:00,23371.801,23371.801,26871.879,1456.402,1392,20176,912,319,0,46797,5929,12803.739,559.739,13363
06/04/2022 10:00,22734.201,22734.201,26565.022,1454.056,1428,19348,911,477,0,46797,5929,13109.928,570.989,13680
06/04/2022 11:00,22663.068,22663.068,26748.723,1469.362,1452,18852,911,873,0,46797,5929,13381.4,586.739,13968
06/04/2022 12:00,22548.935,22548.935,26702.793,1447.956,1458,18740,911,865,0,46797,5929,13423.55,586.739,14010
06/04/2022 13:00,22406.068,22406.068,26692.345,1404.811,1466,18600,912,852,0,46797,5945.07,13502.653,635.739,14138
06/04/2022 14:00,22669.801,22669.801,27004.231,1446.716,1453,19049,912,679,0,46797,5989.261,13720.216,750.072,14470
06/04/2022 15:00,23230.935,23230.935,27613.949,1429.33,1449,20082,912,215,0,46797,5961.139,13847.559,985.172,14832
06/04/2022 16:00,24205.86,24205.86,28266.72,1456.737,1425,20500,912,781,0,46797,5929,13516.898,1019.739,14536
06/04/2022 17:00,25459.823,25459.823,28716.48,1430.982,1425,20971,911,1023,0,46797,5929,13300.822,842.747,14143
06/04/2022 18:00,27182.557,27539.807,30033.715,1518.904,1320,21123,911,2230,0,46797,5929,13178.581,752.096,13930
06/04/2022 19:00,27053.9,27485.65,29716.241,1534.174,1344,21095,911,2047,0,46797,5929,13193.299,746.774,13940
06/04/2022 20:00,25438.141,25438.141,27751.607,1467.386,1346,20793,911,739,0,46797,5929,13336.802,766.764,14103
06/04/2022 21:00,23632.143,23632.143,25712.934,1391.582,1382,20615,911,0,0,46797,5929,13606.141,727.911,14334
06/04/2022 22:00,22031.08,22031.08,23569.609,1339.947,1335,20093,911,0,0,46797,5929,13985.829,635.716,14621
06/04/2022 23:00,21101.462,21101.462,22409.863,1277.158,1370,20174,911,0,0,46797,5929,13763.257,583.948,14347
07/04/2022 00:00,20744.935,20744.935,21843.212,1252.085,1393,20272,911,0,0,46797,5804.417,13691.561,571.031,14262
07/04/2022 01:00,20191.068,20191.068,21336.522,1148.835,1402,19652,911,0,0,46797,5354,14119.279,538.733,14658
07/04/2022 02:00,20112.668,20112.668,21299.599,1166.05,1414,19575,911,0,0,46797,5354,14105.524,377.244,14482
07/04/2022 03:00,20238.068,20238.068,21376.619,1114.19,1428,19674,911,0,0,46797,5354,14043.577,377.244,14420
07/04/2022 04:00,21812.801,21812.801,22915.293,1179.838,1422,20886,912,0,0,46797,5354,13745.68,382.882,14128
07/04/2022 05:00,24412.801,24412.801,25595.704,1272.079,1351,21450,911,390,0,46797,5354,13675.428,422.78,14098
07/04/2022 06:00,26337.935,26337.935,27526.546,1266.463,1364,21421,911,1943,0,46797,5354,13608.608,415.548,14024
07/04/2022 07:00,25398.95,25398.95,27002.783,1304.646,1382,21453,911,1051,0,46797,5354,13465.693,471.452,13937
07/04/2022 08:00,24847.935,24847.935,27367.172,1296.855,1378,21492,911,489,0,46797,5354,13365.978,544.023,13910
07/04/2022 09:00,23852.808,23852.808,27095.806,1288.903,1402,21070,910,0,0,46797,5364.988,13376.226,599.439,13975
07/04/2022 10:00,23308.446,23308.446,26835.619,1288.537,1409,20909,910,0,0,46797,5413.933,13536.93,648.85,14185
07/04/2022 11:00,23099.793,23099.793,26655.115,1262.356,1433,20528,910,0,0,46797,5413.933,13516.066,714.633,14230
07/04/2022 12:00,23003.556,23003.556,26507.332,1264.008,1436,20281,910,0,0,46797,5413.933,13336.919,792.45,14129
07/04/2022 13:00,22853.067,22853.067,26380.448,1258.429,1448,19788,910,0,0,46797,5413.933,13204.694,812.45,14017
07/04/2022 14:00,23251.43,23251.43,26605.039,1264.087,1462,19801,910,193,0,46797,5413.933,13191.599,850.988,14042
07/04/2022 15:00,24075.967,24075.967,27358.226,1297.428,1456,20254,910,600,0,46797,5413.933,13327.662,938.491,14266
07/04/2022 16:00,25293.453,25293.453,28224.445,1371.036,1440,21208,910,839,0,46797,5361.991,13335.221,913.846,14249
07/04/2022 17:00,26559.886,26559.886,28764.529,1261.937,1496,21750,910,1479,0,46797,5354,12652.415,1004.837,13657
07/04/2022 18:00,27773.642,28480.492,30293.685,1125.039,1424,21907,910,2320,0,46797,5354,12839.553,962.337,13801
07/04/2022 19:00,27225.742,27809.097,29741.922,1198.757,1424,22159,910,1516,0,46797,5354,12851.341,834.837,13686
07/04/2022 20:00,25674.698,25738.198,27835.794,1178.096,1402,22364,910,361,0,46797,5354,12807.428,757.97,13565
07/04/2022 21:00,23482.935,23483.325,25672.189,1232.218,1392,22212,910,0,0,46797,5354,12706.447,659.837,13366
07/04/2022 22:00,21885.801,21885.801,23785.868,1311.734,1333,21424,910,0,0,46797,5210.933,12476.987,681.037,13158
07/04/2022 23:00,20594.801,20594.801,22426.456,1266.922,1356,20088,910,0,0,46797,5238,12393.042,683.837,13076
08/04/2022 00:00,19813.801,19813.801,21582.411,1225.589,1367,19360,910,0,0,46797,5778,12393.042,517.187,12910
08/04/2022 01:00,19767.068,19767.068,21441.822,1123.904,1378,19216,911,0,0,46797,5634.45,12573.955,380.837,12954
08/04/2022 02:00,19902.801,19902.801,21557.65,1181.982,1382,19393,911,0,0,46797,5481,12924.217,380.837,13305
08/04/2022 03:00,20076.201,20076.201,21616.834,1186.472,1390,19562,911,0,0,46797,5481,12614.335,380.304,12994
08/04/2022 04:00,21703.935,21703.935,23148.064,1253.985,1396,21084,911,0,0,46797,5481,12394.612,362.436,12757
08/04/2022 05:00,24533.935,24533.935,25925.317,1340.661,1372,22495,912,0,0,46797,5481,12162.539,357.266,12519
08/04/2022 06:00,26577.935,26577.935,28010.852,1271.905,1369,22707,912,1008,0,46797,5481,12190.271,372.199,12562
08/04/2022 07:00,26269.801,26269.801,28079.123,1317.168,1408,21638,912,1726,0,46797,5481,12227.493,373.266,12600
08/04/2022 08:00,26077.935,26077.935,28694.231,1356.687,1425,21231,912,1922,0,46797,5481,12316.087,373.266,12689
08/04/2022 09:00,25561.935,25561.935,28767.954,1400.292,1494,20848,912,1720,0,46797,5481,12349.788,380.832,12730
08/04/2022 10:00,24795.935,24795.935,28174.715,1332.997,1513,20337,912,1450,0,46797,5481,12367.954,380.832,12748
08/04/2022 11:00,24620.068,24620.068,27905.295,1312.087,1504,20089,912,1530,0,46797,5481,12580.735,380.832,12961
08/04/2022 12:00,24477.935,24477.935,27629.729,1286.192,1484,20641,912,865,0,46797,5481,12128.859,397.423,12526
08/04/2022 13:00,24217.201,24217.201,27282.451,1257.829,1483,21095,912,165,0,46797,5481,12112.421,397.423,12509
08/04/2022 14:00,24410.801,24410.801,27446.199,1278.442,1469,21472,912,0,0,46797,5481,12176.737,388.623,12565
08/04/2022 15:00,25009.935,25009.935,28043.926,1277.402,1478,22058,912,0,0,46797,5481,12411.121,392.69,12803
08/04/2022 16:00,26298.068,26298.068,29050.524,1293.443,1456,22786,912,570,0,46797,5481,12286.521,493.301,12779
08/04/2022 17:00,27237.068,27237.068,29563.992,1281.596,1367,23094,912,1284,0,46797,5481,12064.803,509.9,12574
08/04/2022 18:00,28007.935,28007.935,30200.485,1551.182,1278,23200,913,2025,0,46797,5481,11944.135,513.933,12458
08/04/2022 19:00,27021.935,27090.735,29560.249,1451.239,1354,23383,913,845,0,46797,5481,11733.756,508.126,12241
08/04/2022 20:00,25021.935,25117.935,27836.055,1278.815,1380,23352,913,0,0,46797,5481,11621.469,452.218,12073
08/04/2022 21:00,23239.935,23267.135,25920.042,1200.882,1398,22690,913,0,0,46797,5482.433,11787.983,389.802,12177
08/04/2022 22:00,21894.801,21894.801,24233.688,1270.731,1339,21468,913,0,0,46797,5523.99,11881.896,389.802,12271
08/04/2022 23:00,20615.801,20615.801,22935.4,1289.006,1336,20183,913,0,0,46797,5523.99,11866.29,341.269,12207
09/04/2022 00:00,19943.801,19943.801,21968.997,1209.813,1084,19731,913,0,0,46797,5568.657,11797.885,333.802,12131
09/04/2022 01:00,19969.935,19969.935,21536.758,1178.356,1097,19705,913,0,0,46797,5657.99,11703.385,333.802,12037
09/04/2022 02:00,19752.935,19752.935,21488.503,1174.462,1102,19476,913,0,0,46797,5657.99,11832.34,318.689,12151
09/04/2022 03:00,19679.801,19679.801,21611.082,1211.023,1097,19441,913,0,0,46797,5657.99,11918.271,309.94,12228
09/04/2022 04:00,20056.335,20056.335,22112.057,1247.286,1124,19534,913,0,0,46797,5657.99,11681.335,309.94,11991
09/04/2022 05:00,20766.935,20766.935,22749.499,1266.355,1361,19525,913,0,0,46797,5657.99,11636.335,309.94,11946
09/04/2022 06:00,21887.935,21887.935,23829.386,1266.438,1380,19516,914,24,0,46797,5657.99,11630.475,309.94,11940
09/04/2022 07:00,23843.801,23843.801,25931.28,1260.307,1409,19890,914,1057,0,46797,5657.99,11680.177,309.94,11990
